tfidf_urgent,tfidf_click,tfidf_verify,tfidf_account,tfidf_password,tfidf_suspend,tfidf_confirm,tfidf_update,tfidf_login,tfidf_secure,tfidf_bank,tfidf_paypal,tfidf_offer,tfidf_free,tfidf_winner,tfidf_dear,tfidf_customer,tfidf_immediately,tfidf_expire,tfidf_limited,url_length,num_dots,num_hyphens,num_slashes,has_https,has_ip_address,suspicious_tld,num_subdomains,path_length,has_at_symbol,hour_sent,day_of_week,domain_age_days,time_since_last_email_hrs,email_frequency_per_day,label
0.16910723043032863,0.02430633942073171,0.11127912311702633,0.37122203497774187,0.490265317302567,0.026215116759330123,0.041212769425416455,0.14001432370195016,0.03163203193905758,0.46894097135515966,0.06019492364290045,0.15754482780844126,0.031872040973330386,0.005293653010371099,0.0,0.008196474596434005,0.006793476911497166,0.23116283791169961,0.10039586763379171,0.0,60.41769559856284,3.0,3.0,4.0,1.0,0.0,1.0,6.0,31.661663753101422,0.0,3.171211595454067,4.0,8.714644617706067,1.9676947116456234,4.200208605456763,1
0.5092952939670398,0.36760065828703914,0.10579471516308797,0.0,0.00041783690625289867,0.27370499399867915,0.23615122482713244,0.10283751759784948,0.27466094833120797,0.22335599694581237,0.016785933422010693,0.022781870859282165,0.17867053251116732,0.1540507214531988,0.08600552438258949,0.0,0.031225702959654742,0.07129198953280934,0.06217795355332836,0.03790511665791,85.35327314937655,3.0,1.0,5.0,0.0,0.0,0.0,3.0,77.82568743264692,0.0,0.3848176053647634,1.0,139.26062028547972,3.8791066595269315,1.384999489105063,1
0.014599895645219336,0.2874186430186309,0.04063259732166864,0.03159705797288613,0.047861911721333014,0.06021818686519324,0.09008032984835829,0.024645723938662177,0.013201413900779493,0.0,0.19302338082466342,0.0758571495311818,0.05484359813130856,0.08215838554608475,0.11678503099043928,0.048948510172182644,0.08325391038807238,0.2231121953284871,0.016517791355074557,0.03450710123218158,27.535847053725142,1.0,0.0,4.0,1.0,0.0,0.0,2.0,5.727119911028355,0.0,16.329677516247912,2.0,101.34692523051308,17.78932774639734,0.5438475023976783,0
0.06974980329015158,0.0,0.08833730177502559,0.05191537218632835,0.1396481032481045,0.01631432521776634,0.05327100387331743,0.010418350495735796,0.0237770537168505,0.04224456823522175,0.011687066913426298,0.02687167695360134,0.19786450348487025,0.03400628755146193,0.06999579481943276,0.18421326669393764,0.10931158836676425,0.04400209968309785,0.325976876437684,0.09296265547045346,23.82616140997009,4.0,0.0,5.0,0.0,0.0,0.0,3.0,7.9148621674092485,0.0,5.817984019356521,4.0,1405.5191908696834,29.172514386480287,0.508372537113648,0
0.008251772953220986,0.07344296409135119,0.31681084858995506,0.1757832809404589,0.46950832567815126,0.1054620722687913,0.5992799880730273,0.43748491176728826,0.45431526767369357,0.22157044127504105,0.004136293544501828,0.0,0.3670690473135362,0.09753716450806915,0.24221713537619458,0.0,0.21238059855850427,0.09012454367265554,0.31014026374207043,0.01488133598016891,71.67479002920992,5.0,2.0,10.0,0.0,0.0,0.0,4.0,45.78532876771314,0.0,23.0,6.0,26.16156219667558,3.365082980490434,12.80510540198928,1
0.017143529068766115,0.11393116843058367,0.788226763321948,0.09191557777680798,0.22156765361092684,0.5777167829621784,0.5376560033476518,0.3836527406500269,0.4054350586105834,0.3110080754860157,0.12397950842336074,0.10187503663106154,0.17126833443497974,0.0818598266953852,0.0870113306241578,0.09215112219718304,0.038165601168107174,0.10570066173097249,0.051344396254773675,0.12364749667877857,90.36893360354037,4.0,8.0,5.0,1.0,1.0,0.0,5.0,6.370796669435396,0.0,22.391326848910076,5.0,19.971641676992483,0.07577817454304663,1.9208632010411786,1
0.01652051411945763,0.009139247659671898,0.06810643594414524,0.003033213331438101,0.10246817699717138,0.06777094000358454,0.0,0.015642605806394365,0.041352205133277344,0.015069427135185443,0.3083138372963063,0.00010151053041507901,0.08562408951289491,0.07644994594906844,0.054270635423835194,0.09725908572921475,0.21022058536141103,0.03228362282537196,0.14554562697191542,0.08087198625759802,57.81751770635671,2.0,0.0,3.0,1.0,0.0,0.0,1.0,14.753412236060367,0.0,11.25058607797928,4.0,697.0590864019948,12.813585896100186,3.1687531371583635,0
0.04074871611707425,0.008081038802074395,0.0580494247649579,0.008547549039374446,0.20267741383781598,0.0,0.06456033594575293,0.01874639667260272,0.06886430050735291,0.01198058799454287,0.12790720028488684,0.18293495744697003,0.0,0.08688578758674383,0.0685103259411764,0.0737289594707677,0.13601190314089953,0.19948306890831374,0.29142368862204826,0.17919361977097686,32.856406921939765,0.0,0.0,3.0,1.0,0.0,0.0,2.0,30.837139887028755,0.0,9.451040480557687,4.0,11310.66919988861,46.79992358474543,1.0312906814968854,0
0.04977730047768486,0.23303142946283872,0.024768961533992127,0.0,0.0355495146889869,0.06875984776371816,0.030004124595436218,0.10054386015639215,0.0,0.11058860601535153,0.0884385973835333,0.5769544522687675,0.06259384629376347,0.10213972125396102,0.468557995108823,0.05609238926424593,0.024620108278909137,0.017999270115799812,0.13789357248816522,0.06390730363935437,39.30614386090471,3.0,1.0,3.0,1.0,0.0,0.0,1.0,7.955000486808622,0.0,15.497742756632888,1.0,2279.8751369599217,84.45436290695741,1.6780647482100584,0
0.0,0.07088882828995412,0.025588242132860362,0.0053799208490697735,0.20070676548509347,0.042836596371188196,0.020251276402466756,0.10156746847271074,0.07133508788988864,0.0,0.13592922456624498,0.38077098589594666,0.31196891866566245,0.12786961519078743,0.21394236433098648,0.1308291303650846,0.03747481073895403,0.5493695640531787,0.1014320339019068,0.047438327916539215,40.81198712774088,2.0,0.0,4.0,1.0,0.0,0.0,1.0,26.599365857052195,0.0,13.539178667115628,3.0,190.28788853487464,3.760799727081443,2.3294635310221015,0
